Day_month,Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
08-02,2024-08-02,5419.166666666667,1410.0,2410.0,0.0066310432569973,86.0,106.35,19006.66184666012,2387.0,1600.0,0.0,9610.0,5300.0,588.0
08-03,2024-08-03,5479.166666666667,1230.0,2390.0,0.0064872773536894,86.0,106.94,19006.66184666012,2388.0,2405.0,0.0,9460.0,5300.0,589.0
08-04,2024-08-04,4938.368301066938,2020.0,2830.0,0.0063435114503816,86.0,106.955,19006.66184666012,2405.0,2405.0,0.0,11900.0,6050.0,656.0
08-05,2024-08-05,4073.142659312029,2260.0,2920.0,0.0063435114503816,86.0,107.055,19006.66184666012,2390.0,1610.0,0.0,12800.0,6760.0,719.0
08-06,2024-08-06,3705.0,1670.0,2790.0,0.0063435114503816,86.0,107.03,19006.66184666012,2378.0,805.0,0.0,12300.0,6640.0,709.0
08-07,2024-08-07,3621.992758743472,1450.0,2500.0,0.0063435114503816,86.0,107.57,19006.66184666012,2353.0,0.0,0.0,10300.0,5920.0,644.0
08-08,2024-08-08,3722.904462727534,1910.0,2370.0,0.0063435114503816,86.0,108.135,19006.66184666012,2340.0,0.0,0.0,9240.0,5260.0,585.0
08-09,2024-08-09,3657.2414910642287,2590.0,2540.0,0.0063435114503816,86.0,108.775,19006.66184666012,2330.0,0.0,0.0,10200.0,5470.0,604.0
08-10,2024-08-10,3570.0,2350.0,2670.0,0.0063435114503816,86.0,109.35,19006.66184666012,2321.0,0.0,0.0,11400.0,6090.0,660.0
08-11,2024-08-11,3181.3222088460984,2140.0,2480.0,0.0063435114503816,70.0,109.63,19006.66184666012,2333.0,1650.0,0.0,10700.0,6010.0,653.0
08-12,2024-08-12,3216.6666666666665,1980.0,2420.0,0.0063435114503816,70.0,109.235,19006.66184666012,2295.0,1650.0,0.0,10700.0,5800.0,634.0
08-13,2024-08-13,4014.595013915544,1670.0,2370.0,0.0063435114503816,70.0,109.15,19006.66184666012,2203.0,1650.0,0.0,10400.0,5670.0,622.0
08-14,2024-08-14,3454.1666666666665,1280.0,2370.0,0.0063435114503816,70.0,109.18,19006.66184666012,2111.0,825.0,0.0,9920.0,5440.0,601.0
08-15,2024-08-15,3244.201869360996,958.0,2130.0,0.0063435114503816,70.0,109.74,19006.66184666012,2146.0,0.0,0.0,8110.0,4810.0,544.0
08-16,2024-08-16,2956.6666666666665,819.0,1970.0,0.0063435114503816,70.0,110.31,19006.66184666012,2300.0,0.0,0.0,6870.0,3930.0,461.0
08-17,2024-08-17,2003.8869559124005,874.0,1900.0,0.0063435114503816,70.0,110.37,19006.66184666012,2300.0,0.0,0.0,6280.0,3500.0,419.0
08-18,2024-08-18,2267.259817616802,900.0,1860.0,0.0063435114503816,70.0,110.265,19006.66184666012,2300.0,0.0,0.0,6090.0,3330.0,402.0
08-19,2024-08-19,2110.7864308136445,866.0,1870.0,0.0063435114503816,70.0,110.22,19006.66184666012,2283.0,0.0,0.0,6070.0,3280.0,397.0
08-20,2024-08-20,2314.917964592462,803.0,1870.0,0.0063435114503816,70.0,110.145,19006.66184666012,2308.0,0.0,0.0,6070.0,3320.0,401.0
08-21,2024-08-21,2548.750594004475,1130.0,1900.0,0.0063435114503816,60.0,110.125,19006.66184666012,2308.0,0.0,0.0,6140.0,3360.0,405.0
08-22,2024-08-22,2214.597416932485,1320.0,1950.0,0.0063435114503816,60.0,110.25,19006.66184666012,2300.0,0.0,0.0,6680.0,3520.0,421.0
08-23,2024-08-23,2199.231261357702,1080.0,1960.0,0.0063435114503816,60.0,110.215,19006.66184666012,2305.0,0.0,0.0,6840.0,3680.0,437.0
08-24,2024-08-24,2502.3137759392444,981.0,1920.0,0.0063435114503816,60.0,110.165,19006.66184666012,2300.0,0.0,0.0,6470.0,3560.0,425.0
08-25,2024-08-25,2735.9945527229484,1760.0,1990.0,0.0063102012491324,60.0,110.255,19006.66184666012,2158.0,0.0,0.0,6300.0,3430.0,412.0
08-26,2024-08-26,2704.1666666666665,1900.0,2290.0,0.0062768910478833,60.0,110.515,19006.66184666012,2128.0,0.0,0.0,7670.0,3690.0,438.0
08-27,2024-08-27,1905.9822072058896,1180.0,2330.0,0.0062435808466342,60.0,110.545,19006.66184666012,2303.0,0.0,0.0,8480.0,4380.0,504.0
08-28,2024-08-28,1772.286312650945,886.0,2140.0,0.006210270645385,60.0,110.39,19006.66184666012,2303.0,0.0,0.0,7520.0,4260.0,492.0
08-29,2024-08-29,1794.3699078826005,769.0,1990.0,0.0061769604441359,60.0,110.14,19006.66184666012,2302.0,0.0,0.0,6640.0,3730.0,442.0
08-30,2024-08-30,1463.403513996005,873.0,1890.0,0.0061436502428868,60.0,109.93,19006.66184666012,2310.0,0.0,0.0,6080.0,3370.0,406.0
08-31,2024-08-31,1217.3965792142942,1440.0,2030.0,0.0061103400416377,60.0,109.555,19006.66184666012,2313.0,0.0,0.0,6200.0,3240.0,393.0
09-01,2024-09-01,675.0,1410.0,2180.0,0.0060770298403885,60.0,109.06,19006.66184666012,1773.0,0.0,0.0,7140.0,3560.0,425.0
09-02,2024-09-02,1040.0,1040.0,2070.0,0.0060437196391394,60.0,108.885,19006.66184666012,287.0,0.0,0.0,6380.0,3670.0,436.0
09-03,2024-09-03,2619.1666666666665,920.0,1900.0,0.0060104094378903,60.0,109.455,19006.66184666012,804.0,0.0,0.0,4820.0,3000.0,369.0
09-04,2024-09-04,3312.5,1100.0,1990.0,0.0059770992366412,60.0,110.49,19006.66184666012,794.0,0.0,0.0,4680.0,2560.0,325.0
09-05,2024-09-05,5931.666666666667,3590.0,2660.0,0.0059770992366412,60.0,111.8,19006.66184666012,1453.0,850.0,0.0,6940.0,3170.0,375.0
09-06,2024-09-06,7001.666666666667,2780.0,2990.0,0.0059770992366412,60.0,113.145,19006.66184666012,1649.0,2570.0,0.0,12500.0,6210.0,613.0
09-07,2024-09-07,2926.6666666666665,1950.0,2520.0,0.0059770992366412,60.0,114.155,19006.66184666012,1735.0,0.0,0.0,10400.0,6100.0,666.0
09-08,2024-09-08,3158.077614707488,1620.0,2110.0,0.0059770992366412,60.0,114.83,19006.66184666012,1341.0,0.0,0.0,7510.0,4720.0,560.0
09-09,2024-09-09,2921.305265155405,1550.0,1980.0,0.0059770992366412,60.0,115.655,19006.66184666012,1707.0,0.0,0.0,6150.0,3850.0,471.0
09-10,2024-09-10,3057.1820455539173,1370.0,2090.0,0.0059770992366412,60.0,116.145,19006.66184666012,1908.0,0.0,0.0,6380.0,3650.0,447.0
09-11,2024-09-11,3008.3084818324032,1230.0,1950.0,0.0059770992366412,60.0,116.645,19006.66184666012,1891.0,0.0,0.0,6070.0,3620.0,443.0
09-12,2024-09-12,3451.5789473684213,1140.0,1780.0,0.0059770992366412,60.0,117.08,19006.66184666012,2070.0,890.0,0.0,5490.0,3400.0,415.0
09-13,2024-09-13,3130.2757737764687,1150.0,1810.0,0.0059770992366412,60.0,117.17,19006.66184666012,1924.0,1780.0,0.0,5960.0,3340.0,404.0
09-14,2024-09-14,2910.4166666666665,1110.0,1970.0,0.0059770992366412,60.0,116.895,19006.66184666012,2128.0,1770.0,0.0,7000.0,3830.0,451.0
09-15,2024-09-15,1958.538937558536,993.0,1980.0,0.0059770992366412,60.0,116.865,19006.66184666012,2135.0,0.0,0.0,6330.0,3930.0,461.0
09-16,2024-09-16,2097.523930759346,915.0,1850.0,0.0059770992366412,60.0,116.755,19006.66184666012,1347.0,0.0,0.0,5360.0,3470.0,416.0
09-17,2024-09-17,2416.6666666666665,802.0,1660.0,0.0059770992366412,60.0,117.09,19006.66184666012,1808.0,0.0,0.0,4570.0,2920.0,361.0
09-18,2024-09-18,2315.634972766971,769.0,1510.0,0.0059770992366412,60.0,117.15,19006.66184666012,2183.0,0.0,0.0,4340.0,2680.0,337.0
09-19,2024-09-19,2252.0807483390063,572.0,1690.0,0.0059770992366412,60.0,117.19,19006.66184666012,2188.0,0.0,0.0,4670.0,2690.0,338.0
09-20,2024-09-20,2290.0,537.0,1550.0,0.0059770992366412,60.0,117.24,19006.66184666012,2188.0,0.0,0.0,4420.0,2740.0,343.0
09-21,2024-09-21,2373.333333333333,536.0,1540.0,0.0059770992366412,60.0,116.88,19006.66184666012,2212.0,1775.0,0.0,4700.0,2620.0,331.0
09-22,2024-09-22,2315.009480059315,506.0,1570.0,0.0059770992366412,60.0,116.77,19006.66184666012,2193.0,0.0,0.0,4680.0,2870.0,356.0
09-23,2024-09-23,2336.704643205832,478.0,1590.0,0.0059770992366412,60.0,116.81,19006.66184666012,2190.0,0.0,0.0,4160.0,2640.0,333.0
09-24,2024-09-24,1880.975270399668,459.0,1610.0,0.0059770992366412,60.0,116.89,19006.66184666012,2188.0,0.0,0.0,4280.0,2530.0,322.0
09-25,2024-09-25,1726.7415510160265,527.0,1600.0,0.0059868147120055,60.0,116.755,19006.66184666012,1707.0,0.0,0.0,4220.0,2540.0,322.0
09-26,2024-09-26,1598.3167901727008,864.0,1490.0,0.0059965301873698,60.0,116.76,19006.66184666012,1337.0,0.0,0.0,3890.0,2520.0,321.0
09-27,2024-09-27,1258.9748064229009,807.0,1470.0,0.0060062456627341,60.0,116.875,19006.66184666012,1138.0,0.0,0.0,3660.0,2280.0,295.0
09-28,2024-09-28,1482.4581042203586,639.0,1430.0,0.0060159611380985,60.0,116.925,19006.66184666012,1376.0,0.0,0.0,3620.0,2270.0,294.0
09-29,2024-09-29,1235.6024712778965,565.0,1350.0,0.0060256766134628,60.0,116.975,19006.66184666012,1764.0,0.0,0.0,3320.0,2170.0,284.0
09-30,2024-09-30,1657.4706604098328,496.0,1340.0,0.0060353920888271,370.0,116.735,19006.66184666012,1690.0,0.0,0.0,3330.0,2070.0,273.0
10-01,2024-10-01,1640.6130494100296,497.0,1350.0,0.0060451075641914,370.0,116.74,19006.66184666012,1480.0,0.0,0.0,3270.0,2090.0,275.0
10-02,2024-10-02,1591.8650457583692,621.0,1270.0,0.0060548230395558,370.0,116.795,19006.66184666012,1473.0,0.0,0.0,2990.0,1920.0,257.0
10-03,2024-10-03,1236.57179025573,675.0,1230.0,0.0060645385149201,370.0,116.85,19006.66184666012,1257.0,0.0,0.0,2920.0,1800.0,244.0
10-04,2024-10-04,1342.4532897200272,571.0,1210.0,0.0060742539902844,370.0,116.845,19006.66184666012,1353.0,0.0,0.0,2880.0,1760.0,240.0
10-05,2024-10-05,1177.1511810952409,513.0,1260.0,0.0060839694656488,370.0,116.845,19006.66184666012,1145.0,0.0,0.0,2860.0,1760.0,239.0
10-06,2024-10-06,1610.0,472.0,1170.0,0.0060839694656488,370.0,116.85,19006.66184666012,980.0,0.0,0.0,2640.0,1720.0,234.0
10-07,2024-10-07,1188.9817594852072,446.0,1010.0,0.0060839694656488,370.0,116.785,19006.66184666012,1338.0,0.0,0.0,2310.0,1550.0,215.0
10-08,2024-10-08,1266.2342918209451,436.0,1020.0,0.0060839694656488,370.0,116.72,19006.66184666012,1273.0,0.0,0.0,2340.0,1430.0,203.0
10-09,2024-10-09,1138.9660147759162,371.0,1090.0,0.0060839694656488,370.0,116.705,19006.66184666012,1292.0,0.0,0.0,2390.0,1510.0,211.0
10-10,2024-10-10,1281.29517706277,387.0,1030.0,0.0060839694656488,388.0,116.65,19006.66184666012,1378.0,0.0,0.0,2360.0,1530.0,214.0
10-11,2024-10-11,1239.8485770194543,428.0,1040.0,0.0060839694656488,388.0,116.605,19006.66184666012,1330.0,0.0,0.0,2310.0,1500.0,210.0
10-12,2024-10-12,1284.5241254023497,420.0,1020.0,0.0060839694656488,388.0,116.565,19006.66184666012,1407.0,0.0,0.0,2320.0,1510.0,212.0
10-13,2024-10-13,1029.71519780808,395.0,1050.0,0.0060839694656488,388.0,116.54,19006.66184666012,1558.0,0.0,0.0,2390.0,1620.0,224.0
10-14,2024-10-14,1169.5172660895505,350.0,1130.0,0.0060839694656488,388.0,116.305,19006.66184666012,1456.0,0.0,0.0,2540.0,1650.0,228.0
10-15,2024-10-15,1046.0476258256558,322.0,1180.0,0.0060839694656488,388.0,116.19,19006.66184666012,1479.0,0.0,0.0,2610.0,1770.0,241.0
10-16,2024-10-16,1025.2022756329952,337.0,1130.0,0.0060839694656488,388.0,116.0,19006.66184666012,1255.0,0.0,0.0,2580.0,1760.0,240.0
10-17,2024-10-17,790.3333607231634,393.0,1150.0,0.0060839694656488,388.0,115.91,19006.66184666012,1053.0,0.0,0.0,2440.0,1630.0,224.0
10-18,2024-10-18,785.1671156010128,445.0,1070.0,0.0060839694656488,388.0,115.8,19006.66184666012,946.0,0.0,0.0,2220.0,1540.0,214.0
10-19,2024-10-19,727.9037877808896,475.0,1030.0,0.0060839694656488,388.0,115.735,19006.66184666012,761.0,0.0,0.0,2210.0,1470.0,207.0
10-20,2024-10-20,522.153217085592,395.0,1010.0,0.0060839694656488,400.0,115.725,19006.66184666012,597.0,0.0,0.0,2130.0,1490.0,210.0
10-21,2024-10-21,632.0287138260192,347.0,963.0,0.0060839694656488,400.0,115.675,19006.66184666012,550.0,0.0,0.0,1910.0,1450.0,204.0
10-22,2024-10-22,681.722357482366,309.0,923.0,0.0060839694656488,400.0,115.71,19006.66184666012,708.0,0.0,0.0,1740.0,1260.0,183.0
10-23,2024-10-23,900.4451493852458,346.0,880.0,0.0060839694656488,400.0,115.7,19006.66184666012,880.0,0.0,0.0,1740.0,1240.0,181.0
10-24,2024-10-24,536.2219307524548,404.0,932.0,0.0060839694656488,400.0,115.71,19006.66184666012,489.0,0.0,0.0,1810.0,1210.0,176.0
10-25,2024-10-25,918.4408694550008,670.0,953.0,0.0060839694656488,400.0,115.725,19006.66184666012,633.0,0.0,0.0,1780.0,1220.0,178.0
10-26,2024-10-26,706.452486101194,699.0,865.0,0.0060305343511449,400.0,115.855,19006.66184666012,462.0,0.0,0.0,1800.0,1230.0,179.0
10-27,2024-10-27,639.5217675755753,639.0,766.0,0.0059770992366411,400.0,115.95,19006.66184666012,314.0,0.0,0.0,1700.0,1240.0,180.0
10-28,2024-10-28,1061.71715595311,597.0,795.0,0.0059236641221373,400.0,116.075,19006.66184666012,802.0,0.0,0.0,1590.0,1190.0,174.0
10-29,2024-10-29,985.4112740194336,622.0,784.0,0.0058702290076335,400.0,116.19,19006.66184666012,623.0,0.0,0.0,1670.0,1110.0,165.0
10-30,2024-10-30,1306.8912115324763,575.0,757.0,0.0058167938931296,400.0,116.34,19006.66184666012,623.0,0.0,0.0,1660.0,1040.0,157.0
10-31,2024-10-31,1439.1978049405227,684.0,828.0,0.0057633587786258,174.0,116.605,19006.66184666012,680.0,0.0,0.0,1730.0,1100.0,164.0
11-01,2024-11-01,1430.0,610.0,846.0,0.005709923664122,174.0,116.94,19006.66184666012,1328.0,0.0,0.0,1830.0,1080.0,161.0
11-02,2024-11-02,634.875,433.0,977.0,0.0056564885496182,174.0,116.84,19006.66184666012,1110.0,0.0,0.0,2400.0,1110.0,165.0
11-03,2024-11-03,1029.2902253887532,523.0,917.0,0.0056030534351144,174.0,116.8,19006.66184666012,936.0,0.0,0.0,2240.0,1210.0,176.0
11-04,2024-11-04,1178.6624930371786,503.0,857.0,0.0055496183206106,174.0,116.835,19006.66184666012,871.0,0.0,0.0,1990.0,1380.0,196.0
11-05,2024-11-05,929.8854056184484,392.0,856.0,0.0055496183206106,174.0,116.97,19006.66184666012,1057.0,0.0,0.0,1920.0,1250.0,182.0
11-06,2024-11-06,1292.1885719163663,374.0,899.0,0.0055496183206106,174.0,116.92,19006.66184666012,1503.0,0.0,0.0,2000.0,1340.0,192.0
11-07,2024-11-07,1232.39232100897,344.0,955.0,0.0055496183206106,174.0,116.825,19006.66184666012,1257.0,0.0,0.0,2270.0,1490.0,209.0
11-08,2024-11-08,1075.4437333771305,319.0,914.0,0.0055496183206106,174.0,116.82,19006.66184666012,1148.0,0.0,0.0,2140.0,1520.0,212.0
11-09,2024-11-09,842.1275226807624,296.0,872.0,0.0055496183206106,174.0,116.8,19006.66184666012,1140.0,0.0,0.0,1950.0,1370.0,196.0
11-10,2024-11-10,728.1344166088913,289.0,836.0,0.0055496183206106,153.0,116.69,19006.66184666012,1068.0,0.0,0.0,1840.0,1310.0,188.0
11-11,2024-11-11,604.6584388988309,293.0,910.0,0.0055496183206106,153.0,116.54,19006.66184666012,875.0,0.0,0.0,1690.0,1200.0,176.0
11-12,2024-11-12,1030.649105960768,291.0,1040.0,0.0055496183206106,153.0,116.405,19006.66184666012,1085.0,0.0,0.0,1980.0,1300.0,187.0
11-13,2024-11-13,1059.5008340174716,321.0,1080.0,0.0055496183206106,153.0,116.405,19006.66184666012,1197.0,0.0,0.0,2140.0,1320.0,189.0
11-14,2024-11-14,958.7721450698656,254.0,1030.0,0.0055496183206106,153.0,116.34,19006.66184666012,1058.0,0.0,0.0,2190.0,1300.0,187.0
11-15,2024-11-15,837.4022165354885,267.0,968.0,0.0055496183206106,153.0,116.3,19006.66184666012,972.0,0.0,0.0,2040.0,1200.0,176.0
11-16,2024-11-16,727.3564676795438,255.0,877.0,0.0055496183206106,153.0,116.26,19006.66184666012,859.0,0.0,0.0,1810.0,1190.0,175.0
11-17,2024-11-17,362.7019120149358,236.0,790.0,0.0055496183206106,153.0,116.185,19006.66184666012,497.0,0.0,0.0,1640.0,1130.0,168.0
11-18,2024-11-18,412.39699450585147,267.0,742.0,0.0055496183206106,153.0,116.135,19006.66184666012,451.0,0.0,0.0,1320.0,1100.0,163.0
11-19,2024-11-19,331.39744956925284,250.0,677.0,0.0055496183206106,153.0,116.11,19006.66184666012,305.0,0.0,0.0,1090.0,947.0,145.0
11-20,2024-11-20,397.98310806532726,281.0,669.0,0.0055496183206106,172.0,116.115,19006.66184666012,359.0,0.0,0.0,1090.0,932.0,143.0
11-21,2024-11-21,160.17794119937471,246.0,666.0,0.0055496183206106,172.0,116.14,19006.66184666012,241.0,0.0,0.0,1040.0,886.0,138.0
11-22,2024-11-22,515.967594645258,226.0,693.0,0.0055496183206106,172.0,116.15,19006.66184666012,328.0,0.0,0.0,988.0,843.0,132.0
11-23,2024-11-23,329.99096066260904,241.0,684.0,0.0055496183206106,172.0,116.18,19006.66184666012,327.0,0.0,0.0,974.0,799.0,126.0
11-24,2024-11-24,267.01061953786166,240.0,667.0,0.0055496183206106,172.0,116.185,19006.66184666012,247.0,0.0,0.0,952.0,764.0,122.0
11-25,2024-11-25,357.592145530248,231.0,620.0,0.0055435114503816,172.0,116.19,19006.66184666012,258.0,0.0,0.0,892.0,658.0,108.0
11-26,2024-11-26,400.3728759322841,211.0,634.0,0.0055374045801526,172.0,116.23,19006.66184666012,311.0,0.0,0.0,859.0,581.0,98.0
11-27,2024-11-27,401.125,214.0,695.0,0.0055312977099236,172.0,116.265,19006.66184666012,401.0,0.0,0.0,979.0,609.0,102.0
11-28,2024-11-28,407.5180885103517,211.0,667.0,0.0055251908396946,172.0,116.265,19006.66184666012,417.0,0.0,0.0,1010.0,550.0,94.0
11-29,2024-11-29,269.5066256116133,217.0,745.0,0.0055190839694656,172.0,116.265,19006.66184666012,207.0,0.0,0.0,971.0,487.0,86.0
11-30,2024-11-30,565.9432659663943,258.0,764.0,0.0055129770992366,149.0,116.285,19006.66184666012,194.0,0.0,0.0,1000.0,542.0,93.0
12-01,2024-12-01,678.6249667121746,241.0,719.0,0.0055068702290076,149.0,116.445,19006.66184666012,186.0,0.0,0.0,959.0,628.0,105.0
12-02,2024-12-02,575.598899791369,231.0,805.0,0.0055007633587786,149.0,116.655,19006.66184666012,449.0,0.0,0.0,987.0,685.0,112.0
12-03,2024-12-03,423.6080043039256,210.0,790.0,0.0054946564885496,149.0,116.7,19006.66184666012,472.0,0.0,0.0,1150.0,819.0,129.0
12-04,2024-12-04,605.4496332890124,219.0,819.0,0.0054885496183206,149.0,116.69,19006.66184666012,624.0,0.0,0.0,1220.0,916.0,141.0
12-05,2024-12-05,465.4835603832232,197.0,803.0,0.0054885496183206,149.0,116.68,19006.66184666012,472.0,0.0,0.0,1280.0,957.0,146.0
12-06,2024-12-06,481.7460474559336,217.0,790.0,0.0054885496183206,149.0,116.675,19006.66184666012,398.0,0.0,0.0,1220.0,943.0,144.0
12-07,2024-12-07,237.46275456790545,201.0,797.0,0.0054885496183206,149.0,116.705,19006.66184666012,250.0,0.0,0.0,1120.0,893.0,138.0
12-08,2024-12-08,224.75,200.0,755.0,0.0054885496183206,149.0,116.71,19006.66184666012,225.0,0.0,0.0,1060.0,857.0,134.0
12-09,2024-12-09,328.87514249754065,190.0,732.0,0.0054885496183206,149.0,116.705,19006.66184666012,371.0,0.0,0.0,974.0,750.0,120.0
12-10,2024-12-10,320.63370017018457,158.0,674.0,0.0054885496183206,149.0,116.685,19006.66184666012,363.0,0.0,0.0,911.0,650.0,107.0
12-11,2024-12-11,322.0987017295852,167.0,684.0,0.0054885496183206,137.0,116.67,19006.66184666012,382.0,0.0,0.0,852.0,555.0,95.0
12-12,2024-12-12,317.9718359511781,207.0,705.0,0.0054885496183206,137.0,116.645,19006.66184666012,330.0,0.0,0.0,806.0,488.0,86.0
12-13,2024-12-13,450.6319058452053,220.0,783.0,0.0054885496183206,137.0,116.635,19006.66184666012,505.0,0.0,0.0,942.0,516.0,90.0
12-14,2024-12-14,311.27502077085734,260.0,837.0,0.0054885496183206,137.0,116.61,19006.66184666012,299.0,0.0,0.0,1040.0,652.0,108.0
12-15,2024-12-15,852.25,642.0,920.0,0.0054885496183206,137.0,116.62,19006.66184666012,633.0,0.0,0.0,1200.0,776.0,124.0
12-16,2024-12-16,2288.797481681585,2180.0,815.0,0.0054885496183206,137.0,116.99,19006.66184666012,1539.0,0.0,0.0,1560.0,736.0,119.0
12-17,2024-12-17,2846.6666666666665,1450.0,1420.0,0.0054885496183206,137.0,117.255,19006.66184666012,1732.0,890.0,0.0,4080.0,1940.0,257.0
12-18,2024-12-18,1794.7698426452002,953.0,1570.0,0.0054885496183206,137.0,117.185,19006.66184666012,2114.0,0.0,0.0,4630.0,2670.0,336.0
12-19,2024-12-19,1822.881126972856,704.0,1450.0,0.0054885496183206,137.0,117.04,19006.66184666012,2176.0,0.0,0.0,4180.0,2510.0,319.0
12-20,2024-12-20,1359.7703237422477,479.0,1340.0,0.0054885496183206,137.0,116.905,19006.66184666012,1638.0,0.0,0.0,3830.0,2320.0,300.0
12-21,2024-12-21,1293.020125360303,382.0,1190.0,0.0054885496183206,137.0,116.795,19006.66184666012,1550.0,0.0,0.0,3130.0,1960.0,261.0
12-22,2024-12-22,894.9052994195949,340.0,1050.0,0.0054885496183206,137.0,116.7,19006.66184666012,899.0,0.0,0.0,2540.0,1640.0,226.0
12-23,2024-12-23,1075.9216177006788,351.0,929.0,0.0054885496183206,137.0,116.675,19006.66184666012,660.0,0.0,0.0,1870.0,1380.0,197.0
12-24,2024-12-24,540.3137440147381,340.0,741.0,0.0054885496183206,137.0,116.84,19006.66184666012,325.0,0.0,0.0,1420.0,1030.0,156.0
12-25,2024-12-25,563.3487735357415,295.0,655.0,0.0054885496183206,137.0,116.95,19006.66184666012,590.0,0.0,0.0,1070.0,759.0,122.0
12-26,2024-12-26,798.6979577629768,295.0,615.0,0.0054045801526717,137.0,116.91,19006.66184666012,485.0,0.0,0.0,962.0,610.0,102.0
12-27,2024-12-27,1292.0482939402707,286.0,576.0,0.0053206106870228,137.0,117.06,19006.66184666012,1636.0,0.0,0.0,1000.0,528.0,91.0
12-28,2024-12-28,738.9293994801476,290.0,662.0,0.005236641221374,137.0,116.915,19006.66184666012,950.0,0.0,0.0,1450.0,750.0,120.0
12-29,2024-12-29,394.81156175766046,287.0,722.0,0.0051526717557251,137.0,116.83,19006.66184666012,437.0,0.0,0.0,1430.0,950.0,146.0
12-30,2024-12-30,588.9564834570954,268.0,598.0,0.0050687022900762,137.0,116.835,19006.66184666012,794.0,0.0,0.0,1010.0,853.0,134.0
12-31,2024-12-31,757.4145766305977,230.0,574.0,0.0049847328244274,137.0,116.73,19006.66184666012,420.0,0.0,0.0,980.0,810.0,128.0
01-01,2025-01-01,1480.0,271.0,689.0,0.005,56.0,116.87,19006.66184666012,725.0,0.0,0.0,1170.0,785.0,118.0
01-02,2025-01-02,593.3001432752002,321.0,791.0,0.005,56.0,116.95,19006.66184666012,467.0,0.0,0.0,1230.0,864.0,126.0
01-03,2025-01-03,431.3114892182453,283.0,769.0,0.005,56.0,117.0,19006.66184666012,625.0,0.0,0.0,1410.0,948.0,136.0
01-04,2025-01-04,312.28669176226566,237.0,753.0,0.005,56.0,116.935,19006.66184666012,445.0,0.0,0.0,1390.0,1000.0,142.0
01-05,2025-01-05,239.897998044332,269.0,715.0,0.005,56.0,116.88,19006.66184666012,367.0,0.0,0.0,1280.0,871.0,127.0
01-06,2025-01-06,348.1179139337847,268.0,663.0,0.005,56.0,116.825,19006.66184666012,322.0,0.0,0.0,1210.0,759.0,114.0
01-07,2025-01-07,723.0614137523938,259.0,633.0,0.005,56.0,116.84,19006.66184666012,514.0,0.0,0.0,1150.0,736.0,112.0
01-08,2025-01-08,923.4858550123882,235.0,628.0,0.005,56.0,116.92,19006.66184666012,610.0,0.0,0.0,1160.0,580.0,94.0
01-09,2025-01-09,651.180288416815,228.0,600.0,0.005,56.0,117.06,19006.66184666012,772.0,0.0,0.0,1090.0,418.0,74.0
01-10,2025-01-10,240.43144863174945,237.0,624.0,0.005,56.0,117.005,19006.66184666012,663.0,0.0,0.0,1230.0,499.0,84.0
01-11,2025-01-11,696.75,274.0,649.0,0.005,533.0,116.84,19006.66184666012,1292.0,0.0,0.0,1370.0,772.0,116.0
01-12,2025-01-12,176.40024588092643,225.0,1100.0,0.005,533.0,116.27,19006.66184666012,1790.0,0.0,0.0,1980.0,1090.0,151.0
01-13,2025-01-13,11.764094801477537,200.0,1350.0,0.005,533.0,115.655,19006.66184666012,1658.0,0.0,0.0,2560.0,1510.0,196.0
01-14,2025-01-14,207.34520909012505,231.0,1400.0,0.005,533.0,114.96,19006.66184666012,2033.0,0.0,0.0,2790.0,1730.0,218.0
01-15,2025-01-15,402.25,280.0,1450.0,0.005,533.0,114.16,19006.66184666012,1945.0,0.0,0.0,2960.0,1930.0,238.0
01-16,2025-01-16,758.3934929568599,328.0,1460.0,0.005,533.0,113.645,19006.66184666012,1703.0,0.0,0.0,2950.0,2000.0,245.0
01-17,2025-01-17,806.25,259.0,1420.0,0.005,533.0,113.255,19006.66184666012,1558.0,0.0,0.0,2860.0,1950.0,240.0
01-18,2025-01-18,1063.0176890999455,225.0,1330.0,0.005,533.0,113.24,19006.66184666012,432.0,0.0,0.0,2630.0,1770.0,222.0
01-19,2025-01-19,1019.410410916335,226.0,978.0,0.005,533.0,113.52,19006.66184666012,107.0,0.0,0.0,1740.0,1270.0,171.0
01-20,2025-01-20,381.3949724410759,212.0,679.0,0.005,1098.0,113.92,19006.66184666012,20.0,0.0,0.0,978.0,734.0,112.0
01-21,2025-01-21,491.0,192.0,634.0,0.005,1098.0,114.06,19006.66184666012,64.0,0.0,0.0,786.0,390.0,70.0
01-22,2025-01-22,479.0,202.0,723.0,0.005,1098.0,114.1,19006.66184666012,1322.0,0.0,0.0,789.0,302.0,58.0
01-23,2025-01-23,130.75,222.0,1100.0,0.005,1098.0,113.095,19006.66184666012,2080.0,0.0,0.0,1800.0,713.0,108.0
01-24,2025-01-24,134.26375946471674,235.0,1400.0,0.005,1098.0,112.46,19006.66184666012,2263.0,0.0,0.0,2710.0,1510.0,195.0
01-25,2025-01-25,268.3261219965842,214.0,1480.0,0.005,1098.0,111.525,19006.66184666012,2233.0,0.0,0.0,3040.0,1890.0,234.0
